/home/bim/Documents/JEPA/53990622708827221565.mp4 0
/home/bim/Documents/JEPA/82059798312815893204.mp4 0
/home/bim/Documents/JEPA/55420843463099559253.mp4 0
/home/bim/Documents/JEPA/88469299010302444222.mp4 0
/home/bim/Documents/JEPA/10322499402892092671.mp4 0
/home/bim/Documents/JEPA/20260625_100642.mp4 0
/home/bim/Documents/JEPA/nano-jepa/sample_videos/action_sample.mp4 0
/home/bim/Documents/JEPA/nano-jepa/sample_videos/mov_bbb.mp4 0
/home/bim/Documents/JEPA/nano-jepa/sample_videos/bbb.mp4 0
/home/bim/Documents/JEPA/nano-jepa/sample_videos/jellyfish.mp4 0
/home/bim/Documents/JEPA/nano-jepa/sample_videos/sintel.mp4 0
